CITY,Country,full.location.name,latitude.y,longitude.y,TMN,ETMN
Carrión de los Céspedes,Spain,"Carrión de los Céspedes, Spain",37.3696888,-6.3292537,1,1
Carsoli,Italy,"Carsoli, Italy",42.1003467,13.0894267,1,1
Carson City,United States,"Carson City, Nevada, United States",39.1637984,-119.7674034,1,
Cartagena,Spain,"Cartagena, Spain",37.6256827,-0.9965839,4,1
Cartagena de Indias,Colombia,"Cartagena de Indias, Colombia",10.3910485,-75.4794257,1,1
Cartago,Costa Rica,"Cartago, Costa Rica",9.8622311,-83.9214187,2,1
Carthage,United States,"Carthage, Missouri, United States",37.176447,-94.3102228,1,
Carugate,Italy,"Carugate, Italy",45.5489396,9.3391197,1,1
Carvico,Italy,"Carvico, Italy",45.7037223,9.4791497,1,1
Carzano,Italy,"Carzano, Italy",46.0701341,11.4935921,1,
Casablanca,Morocco,"Casablanca, Morocco",33.5731104,-7.5898434,2,1
Casalbuttano ed Uniti,Italy,"Casalbuttano ed Uniti, Italy",45.2514729,9.9624617,1,1
Casalincontrada,Italy,"Casalincontrada, Italy",42.2937225,14.1370612,1,
Casalmaiocco,Italy,"Casalmaiocco, Italy",45.3518668,9.3668244,1,1
Casalmorano,Italy,"Casalmorano, Italy",45.2862819,9.8983615,1,1
Casalmoro,Italy,"Casalmoro, Italy",45.260398,10.4056541,1,1
Casalpusterlengo,Italy,"Casalpusterlengo, Italy",45.1758596,9.6555698,1,
Casariche,Spain,"Casariche, Spain",37.2938317,-4.7626868,1,1
Casatenovo,Italy,"Casatenovo, Italy",45.6972083,9.3120344,1,
Casca,Brazil,"Casca, Brazil",-28.5687925,-51.977049,1,
Cascais,Portugal,"Cascais, Portugal",38.6970565,-9.4222945,7,4
Casey,United States,"Casey, Illinois, United States",39.2992037,-87.9925339,1,
Casirate d’Adda,Italy,"Casirate d’Adda, Italy",45.4951221,9.5680452,1,1
Casnigo,Italy,"Casnigo, Italy",45.8157796,9.8680159,1,1
Casoli,Italy,"Casoli, Italy",42.1132149,14.2924627,1,
Casorate Sempione,Italy,"Casorate Sempione, Italy",45.6741436,8.7400762,2,1
Casoria,Italy,"Casoria, Italy",40.9075976,14.2928248,1,
Cassano d'Adda,Italy,"Cassano d'Adda, Italy",45.526634,9.5140979,1,1
Cassano Valcuvia,Italy,"Cassano Valcuvia, Italy",45.931417,8.7687401,1,1
Cassiglio,Italy,"Cassiglio, Italy",45.9670374,9.6133319,1,1
Cassinetta di Lugagnano,Italy,"Cassinetta di Lugagnano, Italy",45.4262087,8.9100534,1,
Cassino,Italy,"Cassino, Italy",41.4907889,13.8333776,1,
Cassola,Italy,"Cassola, Italy",45.734003,11.7989299,1,
Cassolnovo,Italy,"Cassolnovo, Italy",45.3630396,8.8091745,1,1
Castanhal,Brazil,"Castanhal, Brazil",-1.2983288,-47.9171616,1,
Casteggio,Italy,"Casteggio, Italy",45.0158408,9.1272882,1,
Castegnato,Italy,"Castegnato, Italy",45.5635713,10.1152705,2,1
Castel Colonna,Italy,"Castel Colonna, Italy",43.6798349,13.1057744,1,
Castel d'Ario,Italy,"Castel d'Ario, Italy",45.1887018,10.9760229,1,1
Castel del Monte,Italy,"Castel del Monte, Italy",42.3647038,13.7266016,1,1
Castel di Ieri,Italy,"Castel di Ieri, Italy",42.0977353,13.7462948,1,1
Castel di Iudica,Italy,"Castel di Iudica, Italy",37.4936174,14.6507658,1,
Castel di Sangro,Italy,"Castel di Sangro, Italy",41.7839906,14.1080323,1,1
Castel Maggiore,Italy,"Castel Maggiore, Italy",44.5751652,11.3637308,2,
Castel Mella,Italy,"Castel Mella, Italy",45.4960787,10.1441602,1,
Castel Rozzone,Italy,"Castel Rozzone, Italy",45.5565155,9.6238398,2,1
Castelbuono,Italy,"Castelbuono, Italy",37.9329881,14.088775,1,
Castell de Castells,Spain,"Castell de Castells, Spain",38.7255294,-0.194579,1,1
Castellafiume,Italy,"Castellafiume, Italy",41.98861,13.3328196,1,1
Castellalto,Italy,"Castellalto, Italy",42.6774055,13.8192455,1,1
Castellanza,Italy,"Castellanza, Italy",45.6053912,8.8915002,1,1
Castellar de la Ribera,Spain,"Castellar de la Ribera, Spain",42.0223125,1.4155391,1,
Castellar del Vallès,Spain,"Castellar del Vallès, Spain",41.6172338,2.0873256,1,
Castellbell i el Vilar,Spain,"Castellbell i el Vilar, Spain",41.6291032,1.8641519,1,
Castellbisbal,Spain,"Castellbisbal, Spain",41.482929,1.9869293,2,1
Castelldefels,Spain,"Castelldefels, Spain",41.2800161,1.9766294,2,1
Castelli Calepio,Italy,"Castelli Calepio, Italy",45.6143964,9.8908546,1,1
Castellnou de Bages,Spain,"Castellnou de Bages, Spain",41.8343436,1.8367862,1,
Castellnou del Bages,Spain,"Castellnou del Bages, Spain",41.8343436,1.8367862,1,1
Castello Cabiaglio,Italy,"Castello Cabiaglio, Italy",45.8915422,8.756608,1,1
Castello d'Agogna,Italy,"Castello d'Agogna, Italy",45.2338038,8.6893894,1,1
Castello d'Empuries,Spain,"Castello d'Empuries, Spain",42.2604918,3.0738992,1,
Castello di Godego,Italy,"Castello di Godego, Italy",45.6891372,11.8824897,1,
Castello Tesino,Italy,"Castello Tesino, Italy",46.0609294,11.6345991,1,1
Castellolí,Spain,"Castellolí, Spain",41.598018,1.6997629,1,1
Castello-Molina di Fiemme,Italy,"Castello-Molina di Fiemme, Italy",46.202995,11.4378852,1,1
Castell-Platja d'Aro,Spain,"Castell-Platja d'Aro, Spain",41.8144466,3.0321868,1,
Castellterçol,Spain,"Castellterçol, Spain",41.7503185,2.1199,1,1
Castelnovo Bariano,Italy,"Castelnovo Bariano, Italy",45.0248371,11.2937564,1,
Castelnuovo Berardenga,Italy,"Castelnuovo Berardenga, Italy",43.3468188,11.5039273,1,
Castelnuovo Cilento,Italy,"Castelnuovo Cilento, Italy",40.2180125,15.1770542,1,
Castelnuovo Magra,Italy,"Castelnuovo Magra, Italy",44.1015853,10.0174276,1,
Castelo Branco,Portugal,"Castelo Branco, Portugal",39.8197117,-7.4964662,1,1
Castelsardo,Italy,"Castelsardo, Italy",40.913692,8.708592,1,
Casteltermini,Italy,"Casteltermini, Italy",37.5409639,13.6432083,1,
Castelvecchio Calvisio,Italy,"Castelvecchio Calvisio, Italy",42.3113366,13.6883309,1,1
Castelvecchio Subequo,Italy,"Castelvecchio Subequo, Italy",42.130497,13.7307312,1,1
Castelvisconti,Italy,"Castelvisconti, Italy",45.3044183,9.9426636,1,1
Castenedolo,Italy,"Castenedolo, Italy",45.4715911,10.2982006,1,
Castiello de Jaca,Spain,"Castiello de Jaca, Spain",42.6295603,-0.5497154,1,
Castiglione a Casauria,Italy,"Castiglione a Casauria, Italy",42.236227,13.8942033,1,
Castiglione D'Adda,Italy,"Castiglione D'Adda, Italy",45.2182233,9.6918376,1,1
Castiglione delle Stiviere,Italy,"Castiglione delle Stiviere, Italy",45.3873983,10.4829578,1,1
Castiglione in Teverina,Italy,"Castiglione in Teverina, Italy",42.6534315,12.1918637,1,
Castilblanco de los Arroyos,Spain,"Castilblanco de los Arroyos, Spain",37.6741826,-5.9898676,1,1
Castilenti,Italy,"Castilenti, Italy",42.5337697,13.9186253,1,
Castilleja de Guzmán,Spain,"Castilleja de Guzmán, Spain",37.409549,-6.0569993,1,1
Castilleja de la Cuesta,Spain,"Castilleja de la Cuesta, Spain",37.3861591,-6.0550852,1,1
Castilleja del Campo,Spain,"Castilleja del Campo, Spain",37.3875697,-6.3368981,1,1
Castilléjar,Spain,"Castilléjar, Spain",37.7195094,-2.6425027,1,1
Castione della Presolana,Italy,"Castione della Presolana, Italy",45.9078975,10.035859,1,1
Castricum,Netherlands,"Castricum, Netherlands",52.5452585,4.6727354,1,
Castries,Saint Lucia,"Castries, Saint Lucia",14.0101094,-60.9874687,1,1
Castril,Spain,"Castril, Spain",37.7956625,-2.7801596,1,1
Castronuevo de Esgueva,Spain,"Castronuevo de Esgueva, Spain",41.6811345,-4.5875942,1,
Castrop-Rauxel,Germany,"Castrop-Rauxel, Germany",51.5632625,7.3150145,2,1
Castroreale,Italy,"Castroreale, Italy",38.1005812,15.2126293,1,
Catacaos,Peru,"Catacaos, Peru",-5.2688451,-80.6743053,1,
Catalan Government,Mexico,"Catalan Government, Mexico",17.5409065,-99.516063,1,1
Catalonia,Spain,"Catalonia, Spain",41.5911589,1.5208624,1,1
Catalunya,Spain,"Catalunya, Spain",41.5911589,1.5208624,1,
Catania,Italy,"Catania, Italy",37.5078772,15.0830304,1,
Cataño,Puerto Rico,"Cataño, Puerto Rico",18.4465355,-66.1355775,1,
Catarina,Nicaragua,"Catarina, Nicaragua",11.9104731,-86.0758979,1,
Catbalogan,Philippines,"Catbalogan, Philippines",11.8240433,124.8403408,1,1
Catral,Spain,"Catral, Spain",38.159791,-0.8003795,1,1
Cattolica,Italy,"Cattolica, Italy",43.963318,12.7384318,1,
Cattolica Eraclea,Italy,"Cattolica Eraclea, Italy",37.4408216,13.3938368,1,
Cauayan,Philippines,"Cauayan, Philippines",16.9166244,121.7879244,1,1
Caudebec lès Elbeuf,France,"Caudebec lès Elbeuf, France",49.283282,1.018033,1,
Cava de' Tirreni,Italy,"Cava de' Tirreni, Italy",40.6960004,14.7107421,1,1
Cavalese,Italy,"Cavalese, Italy",46.2912024,11.4605662,1,1
Cave,Italy,"Cave, Italy",41.8182144,12.9291235,1,1
Cavenago Brianza,Italy,"Cavenago Brianza, Italy",45.5834332,9.4149694,1,1
Cavriana,Italy,"Cavriana, Italy",45.3474673,10.6026156,1,1
Caxhuacan,Mexico,"Caxhuacan, Mexico",20.0633589,-97.6065055,1,
Cayambe,Ecuador,"Cayambe, Ecuador",0.0319573,-78.1507423,1,
Cayar,Mauritania,"Cayar, Mauritania",16.8480556,-15.39,1,
Cayey,Puerto Rico,"Cayey, Puerto Rico",18.1119051,-66.166,1,
Cazalla de la Sierra,Spain,"Cazalla de la Sierra, Spain",37.9330547,-5.7596539,1,1
Cazenovia. NY,United States,"Cazenovia. NY, New York, United States",42.9300668,-75.8526915,1,1
Cazzago San Martino,Italy,"Cazzago San Martino, Italy",45.5796169,10.0258952,1,
Cazzano di Tramigna,Italy,"Cazzano di Tramigna, Italy",45.4738251,11.2029065,1,1
Cebu,Philippines,"Cebu, Philippines",10.3156992,123.8854366,2,2
Cedegolo,Italy,"Cedegolo, Italy",46.0770081,10.3488161,1,1
Cefalu,Italy,"Cefalu, Italy",38.0337046,14.0174436,1,
Ceggia,Italy,"Ceggia, Italy",45.6890925,12.6390279,1,1
Celano,Italy,"Celano, Italy",42.0822512,13.5429874,1,1
Celaya,Mexico,"Celaya, Mexico",20.5279612,-100.8112885,1,
Cellatica,Italy,"Cellatica, Italy",45.5842412,10.1803102,1,1
Celle,Germany,"Celle, Germany",52.6175963,10.0628515,2,1
Celles,France,"Celles, France",48.877535,2.59016,1,
Cellino Attanasio,Italy,"Cellino Attanasio, Italy",42.586222,13.8585028,1,
Cenate Sotto,Italy,"Cenate Sotto, Italy",45.6984357,9.8237908,1,1
Cene,Italy,"Cene, Italy",45.7773881,9.8272495,1,1
Centar,Cameroon,"Centar, Cameroon",4.6298411,11.7068294,1,
Centelles,Spain,"Centelles, Spain",41.7973754,2.2222269,1,1
Cento,Italy,"Cento, Italy",44.7315319,11.2908156,1,
Central Goldfields Shire,Australia,"Central Goldfields Shire, Australia",-36.9802447,143.6935405,1,1
Central Hawke's Bay,New Zealand,"Central Hawke's Bay, New Zealand",-40.0106163,176.4996546,1,
Centre,United States,"Centre, Pennsylvania, United States",40.8765649,-77.8367282,1,
Centro (Villahermosa),Mexico,"Centro (Villahermosa), Mexico",17.989456,-92.9475061,1,1
Cepagatti,Italy,"Cepagatti, Italy",42.3656641,14.0723139,1,1
Cerchio,Italy,"Cerchio, Italy",42.0642951,13.600907,1,1
Cerdanyola del Valles,Spain,"Cerdanyola del Valles, Spain",41.4900419,2.1396748,1,
Ceresole Reale,Italy,"Ceresole Reale, Italy",45.4321772,7.2343067,1,
Cerete,Colombia,"Cerete, Colombia",8.888785,-75.789633,1,1
Cerfontaine,Belgium,"Cerfontaine, Belgium",50.1692339,4.4106574,1,
Cergnago,Italy,"Cergnago, Italy",45.1979901,8.7731623,1,1
Cergy,France,"Cergy, France",49.035617,2.060325,2,
Cerisano,Italy,"Cerisano, Italy",39.273767,16.1773753,1,1
Cermenate,Italy,"Cermenate, Italy",45.7022043,9.0820908,1,1
Cernobbio,Italy,"Cernobbio, Italy",45.8403609,9.0753065,1,
Cernusco Lombardone,Italy,"Cernusco Lombardone, Italy",45.692575,9.402087,1,1
Cernusco S/N,Italy,"Cernusco S/N, Italy",45.5249795,9.3329595,1,1
Cerro Maggiore,Italy,"Cerro Maggiore, Italy",45.5952619,8.9528983,1,1
Certaldo,Italy,"Certaldo, Italy",43.5476586,11.0415461,1,
Cervelló,Spain,"Cervelló, Spain",41.396311,1.9589428,1,1
Cerveno,Italy,"Cerveno, Italy",46.0035353,10.3244304,1,
Cervera,Spain,"Cervera, Spain",41.671465,1.272254,1,
Cerveteri,Italy,"Cerveteri, Italy",41.9967004,12.0973997,1,
Cervia,Italy,"Cervia, Italy",44.2635492,12.3476822,2,
Cervino,Switzerland,"Cervino, Switzerland",45.976574,7.6584519,1,
Cervo,Italy,"Cervo, Italy",43.9250301,8.1141888,1,
Cesano Boscone,Italy,"Cesano Boscone, Italy",45.4456509,9.0905963,1,1
Cesano Maderno,Italy,"Cesano Maderno, Italy",45.6292003,9.1471151,1,1
Cesate,Italy,"Cesate, Italy",45.5909919,9.0782182,1,1
Cesena,Italy,"Cesena, Italy",44.1396438,12.2464292,2,1
Cesis,Latvia,"Cesis, Latvia",57.308611,25.2668719,2,1
Cesky Krumlov,Czechia,"Cesky Krumlov, Czechia",48.8127354,14.3174657,1,
Cetinje,Montenegro,"Cetinje, Montenegro",42.3930959,18.9115964,1,
Cevo,Montenegro,"Cevo, Montenegro",42.5452469,18.9160531,1,1
Chabahar,"Iran, Islamic Republic of","Chabahar, Iran, Islamic Republic of",25.296878,60.6459285,1,
Chaboksar,"Iran, Islamic Republic of","Chaboksar, Iran, Islamic Republic of",36.9761204,50.5601504,1,
Chacao,Venezuela,"Chacao, Venezuela",10.4938681,-66.8565887,1,
Chadegan,"Iran, Islamic Republic of","Chadegan, Iran, Islamic Republic of",32.7646252,50.6223267,1,
Chaharbagh,Afghanistan,"Chaharbagh, Afghanistan",34.532429,70.287338,1,
Chakaneh,"Iran, Islamic Republic of","Chakaneh, Iran, Islamic Republic of",36.8154774,58.507254,1,
Chalandri,Greece,"Chalandri, Greece",38.0213307,23.7986297,1,
Chalette sur Loing,France,"Chalette sur Loing, France",48.014736,2.73203,1,
Chalous,"Iran, Islamic Republic of","Chalous, Iran, Islamic Republic of",36.6459174,51.406979,1,
Chambéry,France,"Chambéry, France",45.564601,5.917781,1,1
Chamchamal,Iraq,"Chamchamal, Iraq",35.5292113,44.8217278,1,
Chamestan,"Iran, Islamic Republic of","Chamestan, Iran, Islamic Republic of",36.4820077,52.1195919,1,
Chamgordan,"Iran, Islamic Republic of","Chamgordan, Iran, Islamic Republic of",32.3935535,51.3391518,1,
Chamois - La Magdeleine,Italy,"Chamois - La Magdeleine, Italy",45.8110553,7.6199322,1,
Champigny sur Marne,France,"Champigny sur Marne, France",48.817049,2.515556,1,
Champneuville,France,"Champneuville, France",49.234075,5.323797,1,
Champotón,Mexico,"Champotón, Mexico",19.3471645,-90.7200237,1,
Chamran,"Iran, Islamic Republic of","Chamran, Iran, Islamic Republic of",29.6155598,52.4981131,1,
Chamusca,Portugal,"Chamusca, Portugal",39.3564086,-8.4786825,1,
Chanchamayo,Peru,"Chanchamayo, Peru",-11.0724787,-75.3394744,1,
Chandernagore,India,"Chandernagore, India",22.855886,88.358292,1,
Chandigarh,India,"Chandigarh, India",30.7333148,76.7794179,1,
Chandpur,Bangladesh,"Chandpur, Bangladesh",23.2320991,90.663075,1,
Chandrapur,India,"Chandrapur, India",19.9704597,79.3014845,1,1
Changchun,China,"Changchun, China",43.817072,125.323544,1,1
Changsha,China,"Changsha, China",28.228209,112.938814,2,2
Changshu,China,"Changshu, China",31.654376,120.752481,1,
Changwon,"Korea, Democratic People's Republic of","Changwon, Korea, Democratic People's Republic of",38.8432393,127.5597067,5,3
Changzhou,China,"Changzhou, China",31.811226,119.974062,1,
Chanthaburi,Thailand,"Chanthaburi, Thailand",12.6112485,102.1037806,1,
Chapai Nawabganj,Bangladesh,"Chapai Nawabganj, Bangladesh",24.5797195,88.2704497,1,
Chapel Hill,United States,"Chapel Hill, North Carolina, United States",35.9131996,-79.0558445,1,
Chapelle-les Herlaimont,Belgium,"Chapelle-les Herlaimont, Belgium",50.47124,4.28082,1,
Charburj,"Iran, Islamic Republic of","Charburj, Iran, Islamic Republic of",37.1222553,45.9732597,1,
Charleroi,Belgium,"Charleroi, Belgium",50.4108095,4.444643,3,
Charleston,United States,"Charleston, South Carolina, United States",32.7764749,-79.9310512,1,
Charlottenburg-Wilmersdorf,Germany,"Charlottenburg-Wilmersdorf, Germany",52.5053445,13.2599893,1,
Charlottesville,United States,"Charlottesville, Virginia, United States",38.0293059,-78.4766781,2,1
Charlottetown,Canada,"Charlottetown, Canada",46.23824,-63.1310704,1,
Châteauroux,France,"Châteauroux, France",46.811434,1.686779,1,
Château-Thierry,France,"Château-Thierry, France",49.0459869,3.40262,1,1
Chatelet,Belgium,"Chatelet, Belgium",50.4061,4.52786,1,
Chatrood,"Iran, Islamic Republic of","Chatrood, Iran, Islamic Republic of",30.6041095,56.9154723,1,
Chattanooga,United States,"Chattanooga, Tennessee, United States",35.0456297,-85.3096801,1,
Chaumont-Gistoux,Belgium,"Chaumont-Gistoux, Belgium",50.67687,4.71943,1,
Chavannes-de-Bogis,Switzerland,"Chavannes-de-Bogis, Switzerland",46.3435262,6.1621477,1,
Chavar,"Iran, Islamic Republic of","Chavar, Iran, Islamic Republic of",33.6959673,46.2989288,1,
Chavarzagh,"Iran, Islamic Republic of","Chavarzagh, Iran, Islamic Republic of",36.9975883,48.7787127,1,
Chaville,France,"Chaville, France",48.808026,2.192418,1,
Chefchaouen,Morocco,"Chefchaouen, Morocco",35.1612182,-5.2632201,4,2
Chegutu,Zimbabwe,"Chegutu, Zimbabwe",-18.1380146,30.147383,1,1
Chehim,Malaysia,"Chehim, Malaysia",5.6825,102.71,1,
Chelgerd,"Iran, Islamic Republic of","Chelgerd, Iran, Islamic Republic of",32.4626078,50.1292303,1,
Chelyabinsk,Russia Federation,"Chelyabinsk, Russia Federation",55.1644419,61.4368431,2,
Chemnitz,Germany,"Chemnitz, Germany",50.827845,12.9213697,4,2
Chenaran,"Iran, Islamic Republic of","Chenaran, Iran, Islamic Republic of",36.6415869,59.1213974,1,
Chengde,China,"Chengde, China",40.952942,117.96275,1,
Chengdu,China,"Chengdu, China",30.572816,104.066801,6,2
Chennai,India,"Chennai, India",13.0826802,80.2707184,4,3
Chenôve,France,"Chenôve, France",47.294216,5.00119,1,
Cheonan City,"Korea, Republic of","Cheonan City, Korea, Republic of",36.815129,127.1138939,1,
Cheongju,"Korea, Republic of","Cheongju, Korea, Republic of",36.6424341,127.4890319,2,2
Cheongyang,"Korea, Republic of","Cheongyang, Korea, Republic of",36.4588326,126.8022116,1,1
Chepstow,United Kingdom,"Chepstow, United Kingdom",51.641856,-2.673804,1,
Cherepovets,Russia Federation,"Cherepovets, Russia Federation",59.132333,37.9091811,2,
Chermahin,"Iran, Islamic Republic of","Chermahin, Iran, Islamic Republic of",32.3388876,51.1950918,1,
Chernihiv,Ukraine,"Chernihiv, Ukraine",51.4982,31.28935,1,
Chernivtsi,Ukraine,"Chernivtsi, Ukraine",48.2920787,25.9358367,1,
Chesapeake,United States,"Chesapeake, Virginia, United States",36.7682088,-76.2874927,1,
Chester,United Kingdom,"Chester, United Kingdom",53.193392,-2.893075,2,
Chetumal,Mexico,"Chetumal, Mexico",18.5001889,-88.296146,3,2
Chetwynd,Canada,"Chetwynd, Canada",55.6976802,-121.6296734,1,
Chevilly-Larue,France,"Chevilly-Larue, France",48.7649765,2.3581919,1,
Chevy Chase,United States,"Chevy Chase, Maryland, United States",38.9949153,-77.0772052,1,1
Chiang,India,"Chiang, India",25.1362786,93.6686618,1,
Chiang Mai,Thailand,"Chiang Mai, Thailand",18.7060641,98.9817163,1,
Chiang Rai City,Thailand,"Chiang Rai City, Thailand",19.9104798,99.840576,1,
Chiapilla,Mexico,"Chiapilla, Mexico",16.5686207,-92.7212051,1,
Chiaravalle,Italy,"Chiaravalle, Italy",43.5989398,13.3252116,1,1
Chiaravalle Centrale,Italy,"Chiaravalle Centrale, Italy",38.681875,16.414358,1,
Chiatura,Georgia,"Chiatura, Georgia",42.2903906,43.2811078,1,
Chiavenna,Italy,"Chiavenna, Italy",46.3209673,9.3976574,1,1
Chiayi,"Taiwan, Province of China","Chiayi, Taiwan, Province of China",23.4518428,120.2554615,1,1
Chicago,United States,"Chicago, Illinois, United States",41.8781136,-87.6297982,6,3
Chichester,United Kingdom,"Chichester, United Kingdom",50.83761,-0.774936,1,
Chichigalpa,Nicaragua,"Chichigalpa, Nicaragua",12.5679446,-87.0299433,1,
Chiclayo,Peru,"Chiclayo, Peru",-6.7765974,-79.8442978,1,1
Chicopee,United States,"Chicopee, Massachusetts, United States",42.1487043,-72.6078672,1,
Chieming,Germany,"Chieming, Germany",47.8948599,12.5369847,1,
Chiesanuova,San Marino,"Chiesanuova, San Marino",43.9142905,12.4208642,1,
Chignolo d'Isola,Italy,"Chignolo d'Isola, Italy",45.6660777,9.5268559,1,1
Chihuahua,Mexico,"Chihuahua, Mexico",28.6329957,-106.0691004,1,1
Chilaw,Sri Lanka,"Chilaw, Sri Lanka",7.5619894,79.8016569,1,
Children's rights,United Kingdom,"Children's rights, United Kingdom",53.6471967,-1.7833,1,
Chillan,Chile,"Chillan, Chile",-36.6062618,-72.1023351,1,1
Chimbarongo,Chile,"Chimbarongo, Chile",-34.70924,-71.0412713,1,
Chimeneas,Spain,"Chimeneas, Spain",37.1320318,-3.822182,1,1
Chinameca,Mexico,"Chinameca, Mexico",18.0183579,-94.678624,1,
Chinandega,Nicaragua,"Chinandega, Nicaragua",12.6234721,-87.1273253,1,
Chinguetti,Mauritania,"Chinguetti, Mauritania",20.4615121,-12.3664341,1,
Chinhoyi,Zimbabwe,"Chinhoyi, Zimbabwe",-17.3652664,30.1935663,1,1
Chios,Greece,"Chios, Greece",38.3709813,26.1363457,1,
Chiprana,Spain,"Chiprana, Spain",41.2625896,-0.1266861,1,
Chisinau,"Moldova, Republic of","Chisinau, Moldova, Republic of",47.0104529,28.8638103,3,
Chita,Japan,"Chita, Japan",34.9965332,136.8647553,1,
Chittagong,Bangladesh,"Chittagong, Bangladesh",22.3475365,91.8123324,1,
Chiuro,Italy,"Chiuro, Italy",46.1718489,9.9903102,1,1
Chiusa di San Michele,Italy,"Chiusa di San Michele, Italy",45.1008681,7.3264481,1,
Chlef,Algeria,"Chlef, Algeria",36.147424,1.3083685,1,
Choam Chao Sangkat,Cambodia,"Choam Chao Sangkat, Cambodia",11.5345934,104.8254195,1,
Chobe,Botswana,"Chobe, Botswana",-18.4256281,24.7142918,1,
Chocope,Peru,"Chocope, Peru",-7.7911198,-79.2197376,1,1
Choghadak,"Iran, Islamic Republic of","Choghadak, Iran, Islamic Republic of",28.9810286,51.0201504,1,
Choisy-le-Roi,France,"Choisy-le-Roi, France",48.762541,2.4088759,1,
Chojnice,Poland,"Chojnice, Poland",53.6944002,17.5569252,1,1
Cholicheh,"Iran, Islamic Republic of","Cholicheh, Iran, Islamic Republic of",32.2315611,50.6280826,1,
Choluteca,Honduras,"Choluteca, Honduras",13.3198572,-87.1622344,1,1
Chongqing,China,"Chongqing, China",29.56301,106.551556,3,2
Chongwe,Zambia,"Chongwe, Zambia",-15.332826,28.678979,1,1
Chontales,Nicaragua,"Chontales, Nicaragua",11.9394717,-85.1894045,1,
Chorá of Patmos,Greece,"Chorá of Patmos, Greece",37.3093015,26.5466911,1,
Choueifat,Bahrain,"Choueifat, Bahrain",26.2835641,50.6525906,1,
Chra,Iraq,"Chra, Iraq",36.6377349,43.5274122,1,
Christchurch,New Zealand,"Christchurch, New Zealand",-43.5320544,172.6362254,3,2
Christmas Island,Christmas Island,"Christmas Island, Christmas Island",-10.447525,105.690449,1,
Chudovsky,Russia Federation,"Chudovsky, Russia Federation",59.1076135,31.8600284,1,
Chula Vista,United States,"Chula Vista, California, United States",32.6400541,-117.0841955,1,1
ChunCheon City,"Korea, Republic of","ChunCheon City, Korea, Republic of",37.8813153,127.7299707,1,
Chunian,Pakistan,"Chunian, Pakistan",30.9673834,73.9741874,1,
Chwarqwrna,Iraq,"Chwarqwrna, Iraq",36.2117489,44.8379638,1,
Ciahcheshmeh,"Iran, Islamic Republic of","Ciahcheshmeh, Iran, Islamic Republic of",39.0649837,44.3844679,1,
Cidade Velha,Cape Verde,"Cidade Velha, Cape Verde",14.9163748,-23.6040974,1,
Ciego de Avila,Cuba,"Ciego de Avila, Cuba",21.9329515,-78.5660852,1,1
Cieneguillas,Mexico,"Cieneguillas, Mexico",22.7563888,-102.6647222,1,
Cienfuegos,Cuba,"Cienfuegos, Cuba",22.1599753,-80.4437781,1,
Cierny,Slovakia,"Cierny, Slovakia",49.4931967,18.8202271,1,1
Cifer,Slovakia,"Cifer, Slovakia",48.3133734,17.4900401,1,
Cijuela,Spain,"Cijuela, Spain",37.197755,-3.809597,1,1
Cilegon,Indonesia,"Cilegon, Indonesia",-6.0025343,106.0111203,1,1
Cimislia,"Moldova, Republic of","Cimislia, Moldova, Republic of",46.5250851,28.7721835,1,
Cincinnati,United States,"Cincinnati, Ohio, United States",39.1031182,-84.5120196,1,
Cinco Pinos,Nicaragua,"Cinco Pinos, Nicaragua",13.2292333,-86.8690799,1,
Cinderford,United Kingdom,"Cinderford, United Kingdom",51.825303,-2.5009579,1,
Ciney,Belgium,"Ciney, Belgium",50.2956548,5.1008264,1,
Cinisello Balsamo,Italy,"Cinisello Balsamo, Italy",45.5583553,9.2143838,2,1
Cinquera,El Salvador,"Cinquera, El Salvador",13.8882751,-88.9599382,1,
Cintalapa,Mexico,"Cintalapa, Mexico",16.6859535,-93.7285585,1,
Ciríaco,Brazil,"Ciríaco, Brazil",-28.342406,-51.8746519,1,
Cirie,Italy,"Cirie, Italy",45.2358319,7.6014933,1,
Cislago,Italy,"Cislago, Italy",45.660827,8.9740024,1,1
Cisternino,Italy,"Cisternino, Italy",40.7431824,17.4248903,1,
Città di Castello,Italy,"Città di Castello, Italy",43.4639783,12.2404869,2,2
Città di Collegno,Italy,"Città di Collegno, Italy",45.0787054,7.566241,1,1
Cittadella,Italy,"Cittadella, Italy",45.648826,11.7836431,2,1
Cittiglio,Italy,"Cittiglio, Italy",45.8967002,8.6645249,1,1
City of Waterbury,United States,"City of Waterbury, Connecticut, United States",41.5581525,-73.0514965,1,1
CityNet,United States,"CityNet, West Virginia, United States",39.2766754,-80.2725272,1,
Civate,Italy,"Civate, Italy",45.8290341,9.3445133,1,1
Cividate al Piano,Italy,"Cividate al Piano, Italy",45.5571304,9.8330178,1,1
Civita d'Antino,Italy,"Civita d'Antino, Italy",41.8872093,13.4745383,1,1
Civitella Alfedena,Italy,"Civitella Alfedena, Italy",41.7653634,13.9427608,1,1
Civitella Messer Raimondo,Italy,"Civitella Messer Raimondo, Italy",42.0891373,14.2185603,1,1
Civitella Roveto,Italy,"Civitella Roveto, Italy",41.9136454,13.4286243,1,1
Clackmannanshire,United Kingdom,"Clackmannanshire, United Kingdom",56.1075351,-3.7529409,1,
Clare,United States,"Clare, Michigan, United States",43.8194703,-84.7686281,1,
